Company_Brand,Sector,Stage,HeadQuarter,What it does,Amount($),Founded,Founders,Investor,Top_Stage,Location
WheelsEMI,—,series b,"Pune, Maharashtra, India","WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",14000000.0,2017.0,Unknown,Investor,series b,India
Forum for Innovation Incubation Research and Entrepreneurship,"Funding Platform, Incubators, Non Profit",grant,"Margão, Goa, India","FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",1230000.0,2017.0,Unknown,Investor,Other,India
OYO,"Hospitality, Hotel, Leisure, Travel",series e,"Gurgaon, Haryana, India",OYO is an Indian hospitality startup that operates a network of budget hotels.,100000000.0,2017.0,Unknown,Investor,Other,India
Quikr,"Classifieds, Internet, Marketplace, Rental Property",debt financing,"Bangalore, Karnataka, India","Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",6600000.0,2017.0,Unknown,Investor,Other,India
Tabono,Sports,seed,"Gurgaon, Haryana, India",Tabono is a one stop environment for all your fitness solution.,0.0,2017.0,Unknown,Investor,seed,India
LearnApp,"Banking, E-Learning, Trading Platform",seed,"Noida, Uttar Pradesh, India","Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",240000.0,2017.0,Unknown,Investor,seed,India
Shopkirana,"E-Commerce, Mobile, Retail",venture - series unknown,"Indore, Madhya Pradesh, India",Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,2000000.0,2017.0,Unknown,Investor,Other,India
Fric Bergen,—,venture - series unknown,"Alwar, Rajasthan, India",Fric Bergen is a leader in the specialty food industry.,0.0,2017.0,Unknown,Investor,Other,India
Articbot,"Artificial Intelligence, Information Technology",grant,"Kannur, Kerala, India",Articbot is a conversational AI platform for automated customer support and lead generation,14400.0,2017.0,Unknown,Investor,Other,India
BuildSupply,"Enterprise Resource Planning (ERP), Information Services, Information Technology, Real Estate",series a,"Gurgaon, Haryana, India",India’s most advanced ERP system for the real estate,3000000.0,2017.0,Unknown,Investor,series a,India
Fusion Microfinance,"Banking, Finance, Financial Services",series e,"New Delhi, Delhi, India",Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,62400000.0,2017.0,Unknown,Investor,Other,India
Any time Doctor,Software,angel,"Chennai, Tamil Nadu, India",Anytime Doctor is a Software company.,0.0,2017.0,Unknown,Investor,Other,India
Go Payments,"Information Services, Information Technology",corporate round,"Mumbai, Maharashtra, India",Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,0.0,2017.0,Unknown,Investor,Other,India
Guiddoo World,"Audio, Mobile, Tourism, Travel",seed,"Mumbai, Maharashtra, India",We build In-Destination Experiences!,800000.0,2017.0,Unknown,Investor,seed,India
ION Energy,"Energy, Energy Storage, Infrastructure",venture - series unknown,"Mumbai, Maharashtra, India",A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,1041000.0,2017.0,Unknown,Investor,Other,India
UnoTag,Artificial Intelligence,pre-seed,"Bangalore, Karnataka, India",SaaS to verify counterfeit,100000.0,2017.0,Unknown,Investor,pre-seed,India
CivilCops,"Government, Information Technology, Software",pre-seed,"Gurgaon, Haryana, India",Gov-Tech,100000.0,2017.0,Unknown,Investor,pre-seed,India
Rockmetric,Information Technology,grant,"Mumbai, Maharashtra, India","Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",0.0,2017.0,Unknown,Investor,Other,India
Classworks India,"Education, Information Technology, Internet, Mobile, Software",undisclosed,"Chennai, Tamil Nadu, India","Saas, Web App, Mobile App, School Education",1200.0,2017.0,Unknown,Investor,Other,India
Snapmint,"Consumer Lending, Financial Services, Lending, Personal Finance",seed,"Mumbai, Maharashtra, India","Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",0.0,2017.0,Unknown,Investor,seed,India
artbandhu,"Digital Media, Internet, Media and Entertainment, Online Portals, Social Media",pre-seed,"Bangalore, Karnataka, India",Ai platform for Art and Creative Community,15000.0,2017.0,Unknown,Investor,pre-seed,India
Survaider,"Business Intelligence, Customer Service, Market Research, SaaS",seed,"Bengaluru, Karnataka, India",Stethoscope for customer feedback !,500000.0,2017.0,Unknown,Investor,seed,India
Credy,"Credit, Financial Services, FinTech, Lending",seed,"Bengaluru, Karnataka, India",Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,1400000.0,2017.0,Unknown,Investor,seed,India
iChamp,E-Learning,seed,"Gurgaon, Haryana, India",iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,5000000.0,2017.0,Unknown,Investor,seed,India
Qandle,Software,seed,"Gurgaon, Haryana, India",A cloud-based HR management and employee engagement platform.,1200000.0,2017.0,Unknown,Investor,seed,India
Avishkaar Box,"Children, Education, Parenting",seed,"Delhi, Delhi, India","Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",600000.0,2017.0,Unknown,Investor,seed,India
Gegadyne Energy,"Automotive, Battery, Energy, Energy Storage",angel,"Mumbai, Maharashtra, India",A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,0.0,2017.0,Unknown,Investor,Other,India
HyperXchange,"E-Commerce, Mobile, Sharing Economy",series a,"Pune, Maharashtra, India",hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,1000000.0,2017.0,Unknown,Investor,series a,India
Deftouch,—,seed,"Bangalore, Karnataka, India",Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,0.0,2017.0,Unknown,Investor,seed,India
Doodhwala,"Food Delivery, Organic, Organic Food",seed,"Bengaluru, Karnataka, India",Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,2200000.0,2017.0,Unknown,Investor,seed,India
DronaHQ,Mobile,angel,"Mumbai, Maharashtra, India",DronaHQ is an enterprise mobile engagement platform.,500000.0,2017.0,Unknown,Investor,Other,India
FastFox,Rental,series a,"Gurgaon, Haryana, India",FastFox: Market Network for Home Rentals (India),1200000.0,2017.0,Unknown,Investor,series a,India
Colive.in,Consumer,seed,"Bangalore, Karnataka, India",A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,1800000.0,2017.0,Unknown,Investor,seed,India
Agricxlab Private Limited,"B2B, Farming, Marketplace",seed,"Thane, Maharashtra, India",Online marketplace where farmers and traders can sell their produce to B2B buyers,500000.0,2017.0,Unknown,Investor,seed,India
Corefactors,—,seed,"Bangalore, Karnataka, India","Corefactors is a leading campaign management, business communication and analytics company.",0.0,2017.0,Unknown,Investor,seed,India
Fincash.com,Wealth Management,seed,"Mumbai, Maharashtra, India",A startup in the personal finance space in India .,150000.0,2017.0,Unknown,Investor,seed,India
Pandorum Technologies,Biotechnology,series a,"Bengaluru, Karnataka, India",Bengaluru based biotech startup.,3600000.0,2017.0,Unknown,Investor,series a,India
Shirsa Labs,"Education, Gaming, Training",seed,"Mumbai, Maharashtra, India",Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,500000.0,2017.0,Unknown,Investor,seed,India
PetSutra,Veterinary,seed,"Gurgaon, Haryana, India",Gurugram-based Online petcare platform.,114000.0,2017.0,Unknown,Investor,seed,India
Awaaz De,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",angel,"Ahmedabad, Gujarat, India",Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,0.0,2017.0,Unknown,Investor,Other,India
PinkBlue,"Health Care, Hospital, Supply Chain Management",seed,"Bangalore, Karnataka, India",PinkBlue.in - Super-efficient supply-chain for clinical supplies,300000.0,2017.0,Unknown,Investor,seed,India
Eduvanz,"Finance, Financial Services",angel,"Mumbai, Maharashtra, India","Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",500000.0,2017.0,Unknown,Investor,Other,India
Rupeek,"Financial Services, Lending",series a,"Bangalore, Karnataka, India",Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,6830000.0,2017.0,Unknown,Investor,series a,India
Backpacker Panda Holidays Private Limited,"Tourism, Travel",series a,"Pune, Maharashtra, India",Backpacker Panda is creating an ecosystem for youth accommodation and travel.,1400000.0,2017.0,Unknown,Investor,series a,India
Shape (School Health and Physical Education),Education,seed,"Pune, Maharashtra, India",Physical education start up,200000.0,2017.0,Unknown,Investor,seed,India
Placio,"Hospitality, Real Estate",seed,"Noida, Uttar Pradesh, India",Placio is a student housing and a complete broker-free platform.,2000000.0,2017.0,Unknown,Investor,seed,India
Aviom India Housing Finance,Finance,series a,"New Delhi, Delhi, India",Delhi based housing finance company.,1800000.0,2017.0,Unknown,Investor,series a,India
GenRobotic,Market Research,seed,"Trivandrum, Kerala, India",A Robotic Company.,0.0,2017.0,Unknown,Investor,seed,India
HeyHolidays,"Tourism, Travel",seed,"Bangalore, Karnataka, India","HeyHolidays, a global player in online vacation rentals.",1000000.0,2017.0,Unknown,Investor,seed,India
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",series a,"Bengaluru, Karnataka, India",Amazon's Kindle Direct Publishing for Indian Languages,4300000.0,2017.0,Unknown,Investor,series a,India
SectorQube,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",seed,"Ernakulam, Kerala, India",SectorQube develops smart kitchen devices that make food automatically.,0.0,2017.0,Unknown,Investor,seed,India
Food Memories,"Food and Beverage, Food Processing",seed,"Ahmedabad, Gujarat, India",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,0.0,2017.0,Unknown,Investor,seed,India
ZAMROO,"Internet, Marketplace, Shopping",seed,"India, Asia",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,0.0,2017.0,Unknown,Investor,seed,Asia
Silversparro Technologies Pvt. Ltd,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",seed,"Gurgaon, Haryana, India",Silversparro is a deep learning technology solution provider.,300000.0,2017.0,Unknown,Investor,seed,India
Creator’s Gurukul,Facilities Support Services,angel,"Gurgaon, Haryana, India",A coworking space provider.,0.0,2017.0,Unknown,Investor,Other,India
Emflux Motors,"Automotive, Electric Vehicle, Energy",seed,"Bengaluru, Karnataka, India",Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,364846.0,2017.0,Unknown,Investor,seed,India
Tricog Health Services Pvt Ltd,"Health Care, Health Diagnostics, Predictive Analytics",series a,"Bangalore, Karnataka, India",Predictive Healthcare Analytics Company,4000000.0,2017.0,Unknown,Investor,series a,India
Scapic,"Cloud Computing, Computer, SaaS, Software",seed,"Bangalore, Karnataka, India",Virtual/Augmented Reality Start Up .,500000.0,2017.0,Unknown,Investor,seed,India
6Degree,"Fashion, Lifestyle, Retail",seed,"Mumbai, Maharashtra, India",A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,400000.0,2017.0,Unknown,Investor,seed,India
Chrysalis (EZ Vidya),Education,seed,"Chennai, Tamil Nadu, India",Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,0.0,2017.0,Unknown,Investor,seed,India
Ekincare,Medical,series a,"Hyderabad, Andhra Pradesh, India",EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,1500000.0,2017.0,Unknown,Investor,series a,India
Streo,Music Streaming,seed,"Gurgaon, Haryana, India","Live stream music from nightclubs, bars & festivals!",0.0,2017.0,Unknown,Investor,seed,India
Groww,"Finance, Impact Investing, Internet",seed,"Kormangala, Karnataka, India",Groww offers a new way of investing money.,120000.0,2017.0,Unknown,Investor,seed,India
Cell Propulsion,—,seed,"Bangalore, Karnataka, India",Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,84000.0,2017.0,Unknown,Investor,seed,India
Chezuba,"Internet, Social Entrepreneurship",angel,"Hyderabad, Andhra Pradesh, India",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,16800.0,2017.0,Unknown,Investor,Other,India
Ontrack Technologies Pvt. Ltd,Retail,seed,"Bangalore, Karnataka, India",Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,0.0,2017.0,Unknown,Investor,seed,India
Wealthtrust,"Finance, Impact Investing, Mobile Apps",seed,"Mumbai, Maharashtra, India",Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,500000.0,2017.0,Unknown,Investor,seed,India
Faclon Labs,"Cloud Computing, Computer, Software",seed,"Mumbai, Maharashtra, India",Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,0.0,2017.0,Unknown,Investor,seed,India
